"Date","Time","Temp","SpCond","DO Conc","DO Charge","DO%","Battery"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","%","V"
"06/22/10","02:28:40",22.14,0.170,8.37,40,96.0,6.0
"06/22/10","02:32:40",22.15,0.170,8.33,40,95.5,6.0
"06/22/10","02:36:40",22.14,0.170,8.35,40,95.8,6.0
"06/22/10","02:40:40",22.13,0.170,8.35,40,95.8,6.0
"06/22/10","02:44:40",22.13,0.170,8.34,40,95.7,6.0
"06/22/10","02:48:40",22.12,0.170,8.37,40,96.0,6.0
"06/22/10","02:52:40",22.11,0.170,8.35,40,95.7,6.0
"06/22/10","02:56:40",22.10,0.170,8.35,40,95.7,6.0
"06/22/10","03:00:40",22.10,0.171,8.36,40,95.9,5.9
"06/22/10","03:04:40",22.10,0.171,8.38,40,96.0,6.0
"06/22/10","03:08:40",22.09,0.171,8.31,40,95.3,6.0
"06/22/10","03:12:40",22.07,0.171,8.33,39,95.4,5.9
"06/22/10","03:16:40",22.07,0.171,8.39,40,96.1,5.9
"06/22/10","03:20:40",22.06,0.171,8.40,40,96.2,5.9
"06/22/10","03:24:40",22.06,0.171,8.39,40,96.1,6.0
"06/22/10","03:28:40",22.07,0.171,8.38,40,96.0,6.0
"06/22/10","03:32:40",22.03,0.171,8.39,40,96.0,6.0
"06/22/10","03:36:40",22.04,0.171,8.39,40,96.1,5.9
"06/22/10","03:40:40",22.03,0.171,8.38,39,96.0,5.9
"06/22/10","03:44:40",22.03,0.171,8.40,40,96.1,5.9
"06/22/10","03:48:40",22.02,0.171,8.40,40,96.2,5.9
"06/22/10","03:52:40",22.02,0.171,8.39,40,96.1,5.9
"06/22/10","03:56:40",22.00,0.171,8.38,40,95.9,5.9
"06/22/10","04:00:40",22.00,0.171,8.40,39,96.2,5.9
"06/22/10","04:04:40",22.00,0.171,8.38,39,95.9,5.9
"06/22/10","04:08:40",21.99,0.171,8.39,40,96.0,5.9
"06/22/10","04:12:40",21.99,0.172,8.39,40,96.0,5.9
"06/22/10","04:16:40",21.99,0.172,8.38,40,95.8,5.9
"06/22/10","04:20:40",21.98,0.172,8.39,39,95.9,5.9
"06/22/10","04:24:40",21.97,0.172,8.38,40,95.9,5.9
"06/22/10","04:28:40",21.97,0.172,8.39,39,95.9,5.9
"06/22/10","04:32:40",21.96,0.171,8.38,39,95.8,5.9
"06/22/10","04:36:40",21.96,0.172,8.39,39,95.9,5.9
"06/22/10","04:40:40",21.94,0.172,8.38,40,95.7,5.9
"06/22/10","04:44:40",21.93,0.172,8.38,39,95.8,5.9
"06/22/10","04:48:40",21.93,0.172,8.38,40,95.8,5.9
"06/22/10","04:52:40",21.93,0.172,8.38,40,95.7,5.9
"06/22/10","04:56:40",21.93,0.172,8.42,40,96.3,5.9
"06/22/10","05:00:40",21.92,0.172,8.41,40,96.0,5.9
"06/22/10","05:04:40",21.91,0.172,8.39,40,95.8,5.9
"06/22/10","05:08:40",21.90,0.172,8.39,40,95.8,5.9
"06/22/10","05:12:40",21.90,0.172,8.37,40,95.6,5.9
"06/22/10","05:16:40",21.90,0.172,8.37,40,95.5,5.9
"06/22/10","05:20:40",21.89,0.172,8.36,40,95.5,5.9
"06/22/10","05:24:40",21.89,0.172,8.38,40,95.7,5.9
"06/22/10","05:28:40",21.88,0.172,8.38,39,95.7,5.9
"06/22/10","05:32:40",21.88,0.172,8.39,40,95.7,5.9
"06/22/10","05:36:40",21.87,0.172,8.37,40,95.6,5.9
"06/22/10","05:40:40",21.86,0.172,8.37,40,95.5,5.9
"06/22/10","05:44:40",21.86,0.172,8.36,40,95.3,5.9
"06/22/10","05:48:40",21.85,0.172,8.37,40,95.4,5.9
"06/22/10","05:52:40",21.85,0.172,8.37,39,95.5,5.9
"06/22/10","05:56:40",21.85,0.172,8.37,40,95.5,5.9
"06/22/10","06:00:40",21.84,0.172,8.36,40,95.3,5.9
"06/22/10","06:04:40",21.84,0.172,8.38,40,95.5,5.9
"06/22/10","06:08:40",21.83,0.172,8.37,40,95.5,5.9
"06/22/10","06:12:40",21.83,0.172,8.35,40,95.2,5.9
"06/22/10","06:16:40",21.83,0.172,8.35,40,95.3,5.9
"06/22/10","06:20:40",21.83,0.172,8.35,40,95.2,5.9
"06/22/10","06:24:40",21.82,0.172,8.35,40,95.2,5.9
"06/22/10","06:28:40",21.82,0.172,8.38,40,95.5,5.9
"06/22/10","06:32:40",21.81,0.172,8.37,39,95.4,5.9
"06/22/10","06:36:40",21.81,0.172,8.35,39,95.2,5.9
"06/22/10","06:40:40",21.81,0.171,8.36,39,95.3,5.9
"06/22/10","06:44:40",21.80,0.172,8.35,40,95.2,5.9
"06/22/10","06:48:40",21.80,0.172,8.34,40,95.0,5.9
"06/22/10","06:52:40",21.80,0.171,8.33,40,94.9,5.9
"06/22/10","06:56:40",21.80,0.171,8.34,40,95.0,5.9
"06/22/10","07:00:40",21.80,0.171,8.32,40,94.8,5.9
"06/22/10","07:04:40",21.79,0.171,8.14,40,92.8,5.9
"06/22/10","07:08:40",21.79,0.171,8.25,39,94.0,5.9
"06/22/10","07:12:40",21.80,0.171,8.31,39,94.7,5.9
"06/22/10","07:16:40",21.80,0.171,8.32,39,94.8,5.9
"06/22/10","07:20:40",21.80,0.171,8.32,39,94.8,5.9
"06/22/10","07:24:40",21.80,0.171,8.30,39,94.5,5.9
"06/22/10","07:28:40",21.80,0.171,8.25,40,94.1,5.9
"06/22/10","07:32:40",21.79,0.170,8.18,39,93.3,5.9
"06/22/10","07:36:40",21.79,0.170,8.12,39,92.5,5.9
"06/22/10","07:40:40",21.79,0.170,8.16,39,92.9,5.9
"06/22/10","07:44:40",21.79,0.170,8.16,39,93.0,5.9
"06/22/10","07:48:40",21.80,0.170,8.20,39,93.4,5.9
"06/22/10","07:52:40",21.80,0.170,8.06,39,91.8,5.9
