Year,Day of Year,Time,Wind Speed (mph),Solar Radiation (W/m2)
2012,120,400,0.28118816,0
2012,120,500,0.28118816,0.164
2012,120,600,0.28118816,9.2
2012,120,700,0.28118816,57.76
2012,120,800,0.28118816,240.3
2012,120,900,0.28118816,482.6
2012,120,1000,1.24098304,668.1
2012,120,1100,0.28118816,737
2012,120,1200,1.16096288,794
2012,120,1300,3.8400736,784
2012,120,1400,2.53382272,656.9
2012,120,1500,0.28118816,556.7
2012,120,1600,0.28118816,412.5
2012,120,1700,0.28118816,302.1
2012,120,1800,1.3210032,105.2
2012,120,1900,0.28118816,26.25
2012,120,2000,0.28118816,0
2012,120,2100,0.41440608,0
2012,120,2200,0.85429344,0
2012,120,2300,0.28118816,0
2012,120,2400,2.3871936,0
2012,121,100,2.69386304,0.164
2012,121,200,0.97410016,0
2012,121,300,1.06753152,0
2012,121,400,2.0407376,0
2012,121,500,0.9074912,0
2012,121,600,0.28118816,2.135
2012,121,700,0.28118816,19.22
2012,121,800,1.56061664,48.29
2012,121,900,1.98753984,70.3
2012,121,1000,0.64105536,129.6
2012,121,1100,0.28118816,185.7
2012,121,1200,0.28118816,186.2
2012,121,1300,0.28118816,176
2012,121,1400,0.28118816,302.8
2012,121,1500,0.28118816,181.7
2012,121,1600,0.28118816,155.6
2012,121,1700,3.4690304,54.83
2012,121,1800,1.70724576,77.7
2012,121,1900,1.70724576,72.6
2012,121,2000,1.57402784,1.97
2012,121,2100,0.28118816,0
2012,121,2200,2.000504,0
2012,121,2300,0.28118816,0
2012,121,2400,0.28118816,0
2012,122,100,0.32097472,0
2012,122,200,0.28118816,0
2012,122,300,0.28118816,0
2012,122,400,0.28118816,0
2012,122,500,0.78768448,0
2012,122,600,0.28118816,6.899
2012,122,700,0.28118816,67.51
2012,122,800,0.28118816,137.3
2012,122,900,1.78726592,165.2
2012,122,1000,0.28118816,607.6
2012,122,1100,1.61426144,722
2012,122,1200,0.9343136,904
2012,122,1300,1.05412032,832
2012,122,1400,2.93392352,471.3
2012,122,1500,3.7059616,653.5
2012,122,1600,3.598672,703
2012,122,1700,3.732784,460.2
2012,122,1800,6.2943232,140.6
2012,122,1900,3.1203392,28.05
2012,122,2000,1.57402784,0.328
2012,122,2100,3.9205408,0
2012,122,2200,3.2142176,0
2012,122,2300,2.97371008,0
2012,122,2400,1.58743904,0
2012,123,100,1.72065696,0
2012,123,200,1.57402784,0
2012,123,300,0.28118816,0
2012,123,400,1.93389504,0
2012,123,500,1.6406368,0
2012,123,600,0.86770464,8.21
2012,123,700,2.25397568,39.72
2012,123,800,1.3344144,39.39
2012,123,900,2.82708096,75.2
2012,123,1000,1.72065696,130.3
2012,123,1100,1.01433376,379.2
2012,123,1200,2.414016,388
2012,123,1300,2.34740704,834
2012,123,1400,1.58743904,794
2012,123,1500,2.34740704,759
2012,123,1600,2.34740704,685.6
2012,123,1700,1.38761216,490.4
2012,123,1800,0.28118816,81.2
2012,123,1900,0.28118816,68.23
2012,123,2000,0.28118816,1.722
2012,123,2100,0.28118816,0.328
2012,123,2200,0.28118816,0
2012,123,2300,0.28118816,0.246
2012,123,2400,0.36120832,0
2012,124,100,0.28118816,0
2012,124,200,0.28118816,0
2012,124,300,0.28118816,0
2012,124,400,1.6272256,0.985
2012,124,500,1.3210032,0
2012,124,600,0.28118816,0.821
2012,124,700,0.69425312,0.492
2012,124,800,0.77427328,101
2012,124,900,0.28118816,451.4
2012,124,1000,0.89452704,327.4
2012,124,1100,2.7470608,453.4
2012,124,1200,0.28118816,357.9
2012,124,1300,0.28118816,495.7
2012,124,1400,1.08094272,267.3
2012,124,1500,1.86728608,480.5
2012,124,1600,1.6942816,609.1
2012,124,1700,2.7738832,278.7
2012,124,1800,1.05412032,62.16
2012,124,1900,0.28118816,61.19
2012,124,2000,3.2544512,3.446
2012,124,2100,2.13416896,0
2012,124,2200,0.28118816,0
2012,124,2300,1.24098304,0
2012,124,2400,0.29459936,0
2012,125,100,0.28118816,0
2012,125,200,0.28118816,0
2012,125,300,1.09435392,0
2012,125,400,0.28118816,0
2012,125,500,1.93389504,0
2012,125,600,2.20077792,8.7
2012,125,700,0.28118816,71.4
2012,125,800,1.25439424,139.1
2012,125,900,0.28118816,249.2
2012,125,1000,1.6674592,354.8
2012,125,1100,0.85429344,544.4
2012,125,1200,1.78726592,860
2012,125,1300,2.44039136,883
2012,125,1400,2.25397568,600.4
2012,125,1500,0.28118816,626
2012,125,1600,1.21416064,630.6
2012,125,1700,0.28118816,292.6
2012,125,1800,1.93389504,120.3
2012,125,1900,0.28118816,37.58
2012,125,2000,0.28118816,0.82
2012,125,2100,0.28118816,0
2012,125,2200,0.28118816,0
2012,125,2300,0.69425312,0
2012,125,2400,2.80025856,0
2012,126,100,1.49400768,0
2012,126,200,0.41440608,0
2012,126,300,0.28118816,0
2012,126,400,1.49400768,0
2012,126,500,0.28118816,0
2012,126,600,0.28118816,9.52
2012,126,700,0.28118816,19.37
2012,126,800,1.2673584,131.7
2012,126,900,0.28118816,227.2
2012,126,1000,0.28118816,299.1
